method	case_name	ef_search	queue_size	warmup_size	config_ref	source_yaml_ref	source_yaml_sha256	portable_yaml_sha256	source_stats_ref	source_stats_sha256	slurm_job_id	recall	s_mem_cycle	final_status
mfnns	t2i1m_normalized_k10_ef20_q30	20	30	29	ae/figure21/configs/mfnns/t2i1m_normalized_k10_ef20_q30.yaml	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef20_q30.yaml	9a98287062b96ca83faa63f8491e69b68ac621cc23fa73890949bd42514db5bf	cea0d686c3fde8cd8e1d6ebec59cb9896de6a58713f1de7e3123a9446f512ba2	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef20_q30_stats.yml	72954b8be4bb31395e589b85666b14fbd1172f7a84970e39e8d862a6058bfe5a	9616444	0.82999999999999996	267297	PASS
mfnns	t2i1m_normalized_k10_ef20_q31	20	31	30	ae/figure21/configs/mfnns/t2i1m_normalized_k10_ef20_q31.yaml	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef20_q31.yaml	921e7895437d912d368cd6187b035c1743abc327c96f4e9695ebdf370df6edf6	71c9c71613e3710da6222aebc22a5abfc2dd29c354d9badab462716d5bf98ba9	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef20_q31_stats.yml	7cb02dbc696e24d92de852b6c00154fc47f5b4d565d104516e70db44474b7e93	9616445	0.83599999999999997	275022	PASS
mfnns	t2i1m_normalized_k10_ef20_q32	20	32	31	ae/figure21/configs/mfnns/t2i1m_normalized_k10_ef20_q32.yaml	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef20_q32.yaml	bf2ba501b8cb69d8d12e916d292f4f564568402b6f20849f20b583127b4f7666	42ed6563a15247352f3107d38d27f868425d8cdfe02c75a2e2b9192f888d703b	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef20_q32_stats.yml	f0a130487358455667096564425ba83780a9055b9acb9f5acee49d45898731dc	9616446	0.83999999999999997	273372	PASS
mfnns	t2i1m_normalized_k10_ef20_q33	20	33	32	ae/figure21/configs/mfnns/t2i1m_normalized_k10_ef20_q33.yaml	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef20_q33.yaml	04d2bafac52f2d4f46809a09b38d5e99e95c5b47b44d959314fd4e4f80d09c52	bf3329cc37f8cec081762f44c04fb6214e616cfc50864e9cf725ad89b6ebeac5	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef20_q33_stats.yml	07f6f862cf0c2ecd375b513b55c1d69825052c04e45fd21113ca9d81ad7291c7	9616447	0.84499999999999997	279972	PASS
mfnns	t2i1m_normalized_k10_ef20_q34	20	34	33	ae/figure21/configs/mfnns/t2i1m_normalized_k10_ef20_q34.yaml	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef20_q34.yaml	d85e02852f12ad8f7c38305cb266e49397d3140d2e0553d0c1caaeaf83e7b9b0	6bf586fbd75917d129fc908cc379a436c41176ed92a32ecacc8b2dde64bb941d	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef20_q34_stats.yml	84439dd097412de9afe760d9dbc1a837ab1e8f72089d7acc1b9c83a7d5902c88	9616448	0.84799999999999998	279222	PASS
mfnns	t2i1m_normalized_k10_ef20_q35	20	35	34	ae/figure21/configs/mfnns/t2i1m_normalized_k10_ef20_q35.yaml	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef20_q35.yaml	bf8363e494a5433e4edb967c52ab8afd5ec6c96d524ed5266dbb3abd333cfa48	f37a0d9fb41d4145a0b609d04861e378e348fdfe0e862b17ce677637ecb5a96c	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef20_q35_stats.yml	9d5fd33b242751f81af8c93ffd9982d79c8e8a016fc06c152045efcb8ce2ac1d	9616449	0.85099999999999998	279897	PASS
mfnns	t2i1m_normalized_k10_ef20_q36	20	36	35	ae/figure21/configs/mfnns/t2i1m_normalized_k10_ef20_q36.yaml	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef20_q36.yaml	bd8ca5fac589b964f41eb8d78a0251dd24c7024a0baf833f57e0f7e8aae0d5ea	88d78d009fbcdc427ab664d0f62e0c8b25bb9ae63059c61d7147055e316d2972	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef20_q36_stats.yml	5704642a4c98b5c33dfdfe7b03d7dda9a2bc1ba4d949960e86a39de92f51d929	9616450	0.85099999999999998	279972	PASS
mfnns	t2i1m_normalized_k10_ef20_q37	20	37	36	ae/figure21/configs/mfnns/t2i1m_normalized_k10_ef20_q37.yaml	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef20_q37.yaml	af8ee57290a2da081fbd1f22142c46598bee0dbdceddce244663535fb87a11de	42f36a19d756f45eb62a314fb05d74dc0b51fbc4b0d40f5a5a5b9817fa905cb8	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef20_q37_stats.yml	c9dd6030e49eb5effb733209022481d646620b201b728e496ae8f2548c0c3f20	9616451	0.85399999999999998	283572	PASS
mfnns	t2i1m_normalized_k10_ef20_q38	20	38	37	ae/figure21/configs/mfnns/t2i1m_normalized_k10_ef20_q38.yaml	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef20_q38.yaml	2336754967718f484ce4857a0514a57d7935ca6037248354972e791bf3b3f981	cfa35297e3482a88b75b846d5574a9df94300f2a65a219d4b50058401b9f63fd	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef20_q38_stats.yml	b27355c9a5ac2c42c7fd2d7edab549683dd623cadca5612b3fd3e2e87b3fa3b7	9616452	0.85899999999999999	286122	PASS
mfnns	t2i1m_normalized_k10_ef20_q39	20	39	38	ae/figure21/configs/mfnns/t2i1m_normalized_k10_ef20_q39.yaml	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef20_q39.yaml	3384faa8d89acc7e97eeb4aead7e43483ef8d337fe05adbbdf3543fb26796e6a	68306a27f54209a66fda3676a2dac9e6a7cb2babe492fe585b4beebce18461af	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef20_q39_stats.yml	df32998f5e6b3f492656558e5afd0d0b42c8fd9b9f54f8279c7b6e139e53ffa9	9616453	0.86099999999999999	286497	PASS
mfnns	t2i1m_normalized_k10_ef20_q40	20	40	39	ae/figure21/configs/mfnns/t2i1m_normalized_k10_ef20_q40.yaml	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef20_q40.yaml	61c5eb14373da0465d001463fc363ecad4abc02add7d9afd13c0db9e9b059781	c2b78ac4cfd9def249d55505a940c7af4d33f0b7df7dd52505741d3e47c3e040	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef20_q40_stats.yml	9785293430e62ea91612c6e3206d3a8055078e25102215b889aa47bbdf9cdc88	9616454	0.86099999999999999	292872	PASS
mfnns	t2i1m_normalized_k10_ef20_q41	20	41	40	ae/figure21/configs/mfnns/t2i1m_normalized_k10_ef20_q41.yaml	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef20_q41.yaml	f5b49b8350b7443eec60b27263ef77e22fdd55c69446692bd6b4cbc4e82cd228	94af7d58066c456103478c847f8611b829aad2624ee479a7a9d36b62058e0a9b	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef20_q41_stats.yml	f6d4a5e7f3299c3a8de0b6fc52d0fe6bfd055ff017dcd68f8587670a14d5541e	9616455	0.86399999999999999	292722	PASS
mfnns	t2i1m_normalized_k10_ef20_q42	20	42	41	ae/figure21/configs/mfnns/t2i1m_normalized_k10_ef20_q42.yaml	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef20_q42.yaml	69fc668aa55e0423f30f3e2ee7ccbb22490a6ece4c5e549ff223cf3f44e0aa9a	4d1e30ad193b6b8300584681c46b950c33679fce75eef2fbe1a7df20a6fe2fc8	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef20_q42_stats.yml	dae0b78fbb284d47c9ddd9b40369a0f6e421dd6bb17278638fcf61a35bf773f0	9616456	0.86599999999999999	294972	PASS
mfnns	t2i1m_normalized_k10_ef20_q43	20	43	42	ae/figure21/configs/mfnns/t2i1m_normalized_k10_ef20_q43.yaml	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef20_q43.yaml	64e8455d08842eb0c4129765b5b39b787b49f586900b2962e477ac18bc2f0abd	3d39b97efd96f3582403564762eb2720e2cddd08ee013a5c9626e8dba9570584	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef20_q43_stats.yml	98fab1054d470230cee22ef12acde936e719ee1479782593f99326aa35fe53e5	9616457	0.86699999999999999	295722	PASS
mfnns	t2i1m_normalized_k10_ef20_q44	20	44	43	ae/figure21/configs/mfnns/t2i1m_normalized_k10_ef20_q44.yaml	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef20_q44.yaml	22e3d3e1124691bb50664f7a0cbb7544052a32bbdf4a5dd5aac4cf05a2d27b2d	3372f27593a54ed27c358d2022ed27b3b1f3137887ac42a06ed2f46881c697f9	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef20_q44_stats.yml	ce6e180b109a7c3fbf8f9250a0f06a980f70c2d0b67c4743e9e3ded4fd6673b9	9616458	0.86799999999999999	296772	PASS
mfnns	t2i1m_normalized_k10_ef20_q45	20	45	44	ae/figure21/configs/mfnns/t2i1m_normalized_k10_ef20_q45.yaml	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef20_q45.yaml	ba7652917d9cc94cb0fac588662b08de8e425fa4a63b8628fe96013342aeb08d	0f411c3e86b9c3f4dcb2f57e1568dca8fa8e66fd7e0f3b04379d8271d868338d	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef20_q45_stats.yml	acafb7db21fdd1f316a8178b0f81348a50c107fe7ea38aa41804a3564f647a7f	9616459	0.86799999999999999	300447	PASS
mfnns	t2i1m_normalized_k10_ef20_q46	20	46	45	ae/figure21/configs/mfnns/t2i1m_normalized_k10_ef20_q46.yaml	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef20_q46.yaml	e60a59801d8c510f17c4ebc23789809a43f6ff607e098497feaca19b4be796e5	0c0b5111ba173d4450d18d3ae7a2db4fae3f0ef4db16f6f2e0f493e45f42ad8e	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef20_q46_stats.yml	317f3fffee620560df709a7d3f9f4c60bb6182e7bb9308b756f137ce6d0e75c7	9616460	0.871	302847	PASS
mfnns	t2i1m_normalized_k10_ef20_q47	20	47	46	ae/figure21/configs/mfnns/t2i1m_normalized_k10_ef20_q47.yaml	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef20_q47.yaml	38c31fd5c429fc8d70f4574051ab61f5addfa12806d23331e4117bb72a1e5e3b	d651d4d0dbd924198e2b5153d8f852244c836c1d96b64e15b98d881a2c54a696	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef20_q47_stats.yml	75e623ccc59c23ce2897721124a5b0102abafbf3c5a4526c96a96c33c90535a3	9616461	0.871	302097	PASS
mfnns	t2i1m_normalized_k10_ef20_q48	20	48	47	ae/figure21/configs/mfnns/t2i1m_normalized_k10_ef20_q48.yaml	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef20_q48.yaml	5e74cbca5331a2d7fc8926b385c2880b0a727afa7addd57830125437956f9efe	b20f2a73350649f867eed4b7370dbe13a09cf1d15150d9217bc342dfcb9cf22a	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef20_q48_stats.yml	87a81c5a6ac419459334ee3881d479b98a60dd69e8fe2c884f1b289366d37c64	9616462	0.871	307647	PASS
mfnns	t2i1m_normalized_k10_ef20_q49	20	49	48	ae/figure21/configs/mfnns/t2i1m_normalized_k10_ef20_q49.yaml	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef20_q49.yaml	da530bd23fa7faffac5a36624fa803b015708b5be784392b9f2d024d6f4e96e0	1ecd72724e1f3a3bf44ecf808f008bcb289778e7f598a2a64f4b48f4d42ef5fb	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef20_q49_stats.yml	621e8af5bfd814e5f54b7fc00da712c064a3005fe29822d68d2f411c3ddd10d1	9616463	0.874	308322	PASS
mfnns	t2i1m_normalized_k10_ef20_q50	20	50	49	ae/figure21/configs/mfnns/t2i1m_normalized_k10_ef20_q50.yaml	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef20_q50.yaml	5ffbbb1aba4df7714748d44c70bc9d5dfaae1432baf880fa9ce654ad51622ac4	2c50f32113e2b0a2030dd70e8b80904e1d8094c747bdd598bfb65e1e4c76e8ca	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef20_q50_stats.yml	b9851791eb99a1931240774a38c371c1f49e45dcf97157839ce80c72b8416fde	9616464	0.874	305022	PASS
mfnns	t2i1m_normalized_k10_ef20_q51	20	51	50	ae/figure21/configs/mfnns/t2i1m_normalized_k10_ef20_q51.yaml	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef20_q51.yaml	62f2158b4f3d904af2a677b37d255a572fe5821879107a474670fb477cc9002c	2aa87a836f4159349c245bdcc5e80316ebf8a0f87ea84498481dd5117de36c2b	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef20_q51_stats.yml	865c06ce051369c1bb16bef1890640fb28f09c158778a3d6f9bec5f036a4f87e	9616465	0.874	307497	PASS
mfnns	t2i1m_normalized_k10_ef20_q52	20	52	51	ae/figure21/configs/mfnns/t2i1m_normalized_k10_ef20_q52.yaml	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef20_q52.yaml	68ffde3695711fd26843beed3df1c05b8168969cc2c8998025e0899046e9ea78	8c1559de2bd841e6a40dca4d85986798b8a6a8ffeaad90d609cd7c95d62d4232	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef20_q52_stats.yml	74df335ef58ee4eb1a9a9ed4ceba33a76d0a3137d2ca5fe6e2f98822169c2a6b	9616466	0.874	310797	PASS
mfnns	t2i1m_normalized_k10_ef20_q53	20	53	52	ae/figure21/configs/mfnns/t2i1m_normalized_k10_ef20_q53.yaml	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef20_q53.yaml	af231aa0e0ecd50b4d5f1dfc7b26508ffe37640542b1c9f4fdc9bbdc10558035	e74c741fff52b2e442faf8df494c665c9d31f035cb8fa97ec650198f66b13a96	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef20_q53_stats.yml	914b49cd4e948a12feb4a833de8b68bd22c2945e8dd5290c235544eecd32d566	9616467	0.874	313722	PASS
mfnns	t2i1m_normalized_k10_ef20_q54	20	54	53	ae/figure21/configs/mfnns/t2i1m_normalized_k10_ef20_q54.yaml	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef20_q54.yaml	61ee5eedcdb76dc9a26e20a62d567a7a9ed8098e6f5bc052779ad7d6901af6ab	109f5f7cee2325e6552ea81e6fc0c7cc70f37ace34e33bfa122c28c08d3f1ac4	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef20_q54_stats.yml	c90f7102eff32a5a8b6ea2cf1ed3ffdcb8b48aee1eb065e146913a24f493990d	9616468	0.874	316947	PASS
mfnns	t2i1m_normalized_k10_ef20_q55	20	55	54	ae/figure21/configs/mfnns/t2i1m_normalized_k10_ef20_q55.yaml	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef20_q55.yaml	d6e89fca4c8f90d0f6c7bdf60039b5eb8d1051f6a1891309801024d9bd79ed4a	63d3e500269075e9a1d1245ecf3fd6c8beff7a877411e9a6588e8c59b0e48d72	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef20_q55_stats.yml	fa1dc3e410fb4020f4bef1603c2b5ae7f52a4d930c5fcbee93b64039da1af452	9616469	0.875	314547	PASS
mfnns	t2i1m_normalized_k10_ef20_q56	20	56	55	ae/figure21/configs/mfnns/t2i1m_normalized_k10_ef20_q56.yaml	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef20_q56.yaml	37d97163bcdcaf2db375698ff0747cdc2fdeb7d93e5a16b50e6e191416cccc7f	c3e94a707099c00da1ef52d5807dda38d46b6a2a7f371c46ac18ce0e9a86dc1a	MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef20_q56_stats.yml	0876c56b5b982c2a8d883efc9a22eedf3693b9bcb792d39f43585775fa6bf354	9616470	0.876	316197	PASS
